DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%,SILVER_PRICE,SILVER_OPEN,SILVER_HIGH,SILVER_LOW,SILVER_CHANGE_%,GPRD,GPRD_ACT,GPRD_THREAT,EVENT,HAS_EVENT,GOLD_SILVER_RATIO,GOLD_VOLATILITY_30,SILVER_VOLATILITY_30,GOLD_SMA_50,GOLD_SMA_200,GPRD_ROLLING_30,YEAR,MONTH,DECADE
1985-10-08,326.6,326.6,326.6,326.6,0.18,6.3,6.3,6.3,6.3,0.16,134.72,189.61,92.26,,0,51.84126984126985,0.15622529930906864,0.1985124965675619,326.586,,113.02266666666668,1985,10,1980
1985-10-09,326.8,326.8,326.8,326.8,0.06,6.26,6.26,6.26,6.26,-0.63,162.45,253.49,82.22,,0,52.20447284345048,0.1558987386867541,0.19931802477226226,326.61800000000005,,114.69466666666666,1985,10,1980
1985-10-10,325.7,325.7,325.7,325.7,-0.34,6.23,6.23,6.23,6.23,-0.48,102.24,135.9,79.35,,0,52.27929373996789,0.14895460353442455,0.1987597340645812,326.582,,115.51066666666667,1985,10,1980
1985-10-11,325.8,325.8,325.8,325.8,0.03,6.22,6.22,6.22,6.22,-0.16,82.13,81.88,79.68,,0,52.37942122186496,0.14633862005109827,0.19700418425136088,326.656,,113.86066666666666,1985,10,1980
1985-10-14,325.8,325.8,325.8,325.8,0.0,6.22,6.22,6.22,6.22,0.0,138.44,236.59,32.89,,0,52.37942122186496,0.14275572834828845,0.19654823936627666,326.762,,116.30499999999999,1985,10,1980
1985-10-15,327.2,327.2,327.2,327.2,0.43,6.25,6.25,6.25,6.25,0.48,190.47,280.7,110.18,,0,52.352,0.1367952199237042,0.18989376787967877,326.832,,119.82266666666668,1985,10,1980
1985-10-16,323.9,323.9,323.9,323.9,-1.01,6.15,6.15,6.15,6.15,-1.6,106.61,106.28,113.98,,0,52.66666666666666,0.13856115961174853,0.18837023133285868,326.91,315.638,121.16233333333334,1985,10,1980
1985-10-17,325.7,325.7,325.7,325.7,0.56,6.15,6.15,6.15,6.15,0.0,122.39,162.68,67.84,,0,52.95934959349593,0.13955594624568546,0.18837023133285868,327.002,315.73900000000003,123.248,1985,10,1980
1985-10-18,326.5,326.5,326.5,326.5,0.25,6.14,6.14,6.14,6.14,-0.16,118.31,188.71,39.35,,0,53.17589576547232,0.1162968675089279,0.18707634677705812,327.078,315.86,124.21366666666667,1985,10,1980
1985-10-21,326.4,326.4,326.4,326.4,-0.03,6.13,6.13,6.13,6.13,-0.16,129.9,97.13,135.02,,0,53.2463295269168,0.11522711441632294,0.1871185100670953,327.17400000000004,315.9765,125.71233333333335,1985,10,1980
1985-10-22,328.0,328.0,328.0,328.0,0.49,6.2,6.2,6.2,6.2,1.14,75.67,67.05,83.89,,0,52.90322580645161,0.1147275448711977,0.1864374599124945,327.19599999999997,316.1255,124.23399999999998,1985,10,1980
1985-10-23,325.9,325.9,325.9,325.9,-0.64,6.16,6.16,6.16,6.16,-0.65,102.6,131.51,97.5,,0,52.90584415584415,0.11634510407819468,0.18752585580012848,327.18,316.245,122.589,1985,10,1980
1985-10-24,326.4,326.4,326.4,326.4,0.15,6.19,6.19,6.19,6.19,0.49,71.09,85.04,47.29,,0,52.730210016155084,0.1153189487904215,0.18751775880525504,327.188,316.3745,122.50499999999998,1985,10,1980
1985-10-25,325.6,325.6,325.6,325.6,-0.25,6.16,6.16,6.16,6.16,-0.48,85.3,99.21,82.75,,0,52.85714285714286,0.11471524425922046,0.18811022455273527,327.074,316.4835,121.905,1985,10,1980
1985-10-28,326.5,326.5,326.5,326.5,0.28,6.19,6.19,6.19,6.19,0.49,41.41,49.54,27.55,,0,52.746365105008074,0.11342348604860242,0.18848919166300035,326.898,316.595,120.10766666666667,1985,10,1980
1985-10-29,326.5,326.5,326.5,326.5,0.0,6.18,6.18,6.18,6.18,-0.16,47.32,94.35,39.35,,0,52.83171521035599,0.1119891955748309,0.18271738375116087,326.606,316.7325,117.523,1985,10,1980
1985-10-30,326.4,326.4,326.4,326.4,-0.03,6.15,6.15,6.15,6.15,-0.49,35.24,14.05,46.89,,0,53.07317073170731,0.11104969439694386,0.17836504015731192,326.446,316.8555,114.48133333333332,1985,10,1980
1985-10-31,325.3,325.3,325.3,325.3,-0.34,6.09,6.09,6.09,6.09,-0.98,109.45,87.29,109.21,,0,53.41543513957308,0.11175409107642609,0.17359705131144823,326.234,316.9685,113.91000000000001,1985,10,1980
1985-11-01,323.7,323.7,323.7,323.7,-0.49,6.15,6.15,6.15,6.15,0.99,100.15,61.44,115.3,,0,52.634146341463406,0.11080163732618116,0.17563941655397453,325.998,317.0595,113.76866666666666,1985,11,1980
1985-11-04,325.6,325.6,325.6,325.6,0.59,6.09,6.09,6.09,6.09,-0.98,155.56,91.23,182.62,,0,53.46469622331692,0.07949441115068472,0.16671069570995095,325.814,317.1475,115.10866666666668,1985,11,1980
1985-11-05,324.8,324.8,324.8,324.8,-0.25,6.09,6.09,6.09,6.09,0.0,107.39,82.35,109.91,,0,53.333333333333336,0.07971877032043655,0.16602196608799177,325.558,317.2355,114.99966666666666,1985,11,1980
1985-11-06,324.6,324.6,324.6,324.6,-0.06,6.09,6.09,6.09,6.09,0.0,63.3,70.11,46.79,,0,53.300492610837445,0.07946453678388686,0.16592272255983387,325.33,317.324,113.08166666666668,1985,11,1980
1985-11-07,323.2,323.2,323.2,323.2,-0.43,6.06,6.06,6.06,6.06,-0.49,92.02,42.34,117.71,,0,53.333333333333336,0.07988463871584951,0.1632590969421605,324.976,317.43899999999996,110.32533333333335,1985,11,1980
1985-11-08,322.2,322.2,322.2,322.2,-0.31,6.0,6.0,6.0,6.0,-0.99,70.03,83.78,58.23,,0,53.699999999999996,0.08018521992346211,0.16567405171829022,324.676,317.54600000000005,107.859,1985,11,1980
1985-11-11,323.3,323.3,323.3,323.3,0.34,6.08,6.08,6.08,6.08,1.33,59.76,85.11,28.4,,0,53.17434210526316,0.07629266121130013,0.16792106837774676,324.478,317.6685,106.38233333333334,1985,11,1980
1985-11-12,323.3,323.3,323.3,323.3,0.0,6.08,6.08,6.08,6.08,0.0,88.57,123.62,73.65,,0,53.17434210526316,0.06953557476694311,0.16782434357923579,324.38,317.79650000000004,104.19333333333333,1985,11,1980
1985-11-13,324.5,324.5,324.5,324.5,0.37,6.2,6.2,6.2,6.2,1.97,79.91,28.97,108.73,,0,52.33870967741935,0.06593168431260796,0.1765999640161762,324.35,317.903,100.72266666666668,1985,11,1980
1985-11-14,325.5,325.5,325.5,325.5,0.31,6.15,6.15,6.15,6.15,-0.81,97.02,82.9,92.2,,0,52.92682926829268,0.06655148474907988,0.12021306002075084,324.34,318.01599999999996,100.59033333333333,1985,11,1980
1985-11-15,325.6,325.6,325.6,325.6,0.03,6.13,6.13,6.13,6.13,-0.33,86.79,43.26,120.28,,0,53.11582381729201,0.06102773051414919,0.12038875555125501,324.5,318.111,98.156,1985,11,1980
1985-11-18,323.7,323.7,323.7,323.7,-0.58,6.09,6.09,6.09,6.09,-0.65,132.86,35.32,191.49,,0,53.15270935960591,0.060813324133782605,0.12098000398638867,324.582,318.2115,99.63666666666668,1985,11,1980
1985-11-19,324.6,324.6,324.6,324.6,0.28,6.12,6.12,6.12,6.12,0.49,97.19,96.89,94.29,,0,53.03921568627451,0.061151302285243535,0.12199441517978003,324.642,318.3285,98.38566666666665,1985,11,1980
1985-11-20,325.9,325.9,325.9,325.9,0.4,6.16,6.16,6.16,6.16,0.65,103.25,120.09,71.55,,0,52.90584415584415,0.06232105741316333,0.12274099791633464,324.74,318.44800000000004,96.41233333333334,1985,11,1980
1985-11-21,325.8,325.8,325.8,325.8,-0.03,6.17,6.17,6.17,6.17,0.16,73.32,66.45,66.51,,0,52.803889789303085,0.06154722003902892,0.12220221132184199,324.86600000000004,318.563,95.44833333333332,1985,11,1980
1985-11-22,326.7,326.7,326.7,326.7,0.28,6.23,6.23,6.23,6.23,0.97,138.02,76.44,191.28,,0,52.4398073836276,0.062056898130058366,0.1255126730944745,324.974,318.68850000000003,97.31133333333334,1985,11,1980
1985-11-25,330.4,330.4,330.4,330.4,1.13,6.28,6.28,6.28,6.28,0.8,151.79,231.43,89.09,,0,52.61146496815286,0.0700636941475387,0.12760412677951236,325.19199999999995,318.8415,97.75633333333333,1985,11,1980
1985-11-26,331.5,331.5,331.5,331.5,0.33,6.25,6.25,6.25,6.25,-0.48,54.95,31.3,65.27,,0,53.04,0.0696601231140707,0.1277140309150719,325.466,318.9985,93.239,1985,11,1980
1985-11-27,328.4,328.4,328.4,328.4,-0.94,6.17,6.17,6.17,6.17,-1.28,89.73,119.27,49.74,,0,53.22528363047001,0.06872195249310341,0.12452041098505758,325.704,319.128,92.67633333333335,1985,11,1980
1985-11-29,328.4,328.4,328.4,328.4,0.0,6.17,6.17,6.17,6.17,0.0,93.21,85.78,119.24,,0,53.22528363047001,0.06701269127132044,0.12452041098505758,325.942,319.254,91.70366666666665,1985,11,1980
1985-12-02,321.7,321.7,321.7,321.7,-2.04,6.04,6.04,6.04,6.04,-2.11,77.04,68.27,71.18,,0,53.26158940397351,0.08953583414941306,0.13884185787750256,325.99399999999997,319.342,90.328,1985,12,1980
1985-12-03,322.8,322.8,322.8,322.8,0.34,6.08,6.08,6.08,6.08,0.66,15.52,15.47,12.9,,0,53.0921052631579,0.09024624435784565,0.14031595686559392,325.89599999999996,319.436,86.51533333333333,1985,12,1980
1985-12-04,324.2,324.2,324.2,324.2,0.43,6.06,6.06,6.06,6.06,-0.33,90.76,90.48,88.04,,0,53.4983498349835,0.08997479866840348,0.1361127551349061,325.82199999999995,319.544,87.01833333333335,1985,12,1980
1985-12-05,323.0,323.0,323.0,323.0,-0.37,6.05,6.05,6.05,6.05,-0.17,62.5,55.39,57.75,,0,53.388429752066116,0.08873388099157835,0.13506484911088407,325.712,319.6445,85.68166666666666,1985,12,1980
1985-12-06,322.3,322.3,322.3,322.3,-0.22,6.03,6.03,6.03,6.03,-0.33,84.94,56.45,105.94,,0,53.449419568822556,0.08872376110173122,0.13428204194203835,325.574,319.757,86.14333333333335,1985,12,1980
1985-12-09,317.6,317.6,317.6,317.6,-1.46,5.89,5.89,5.89,5.89,-2.32,98.39,130.79,54.54,,0,53.92190152801359,0.09766959207676593,0.14881646709550664,325.342,319.853,86.57966666666667,1985,12,1980
1985-12-10,317.2,317.2,317.2,317.2,-0.13,5.81,5.81,5.81,5.81,-1.36,92.72,84.03,98.12,,0,54.59552495697074,0.09708437830850564,0.15159014862905718,325.166,320.01800000000003,88.29,1985,12,1980
1985-12-11,315.5,315.5,315.5,315.5,-0.54,5.71,5.71,5.71,5.71,-1.72,84.76,42.25,105.72,,0,55.25394045534151,0.09787066995553478,0.15780004444877596,325.026,320.16700000000003,89.538,1985,12,1980
1985-12-12,317.7,317.7,317.7,317.7,0.7,5.83,5.83,5.83,5.83,2.1,76.68,91.73,76.51,,0,54.493996569468266,0.10063363359264839,0.171762848750181,324.876,320.30150000000003,90.91933333333334,1985,12,1980
1985-12-13,318.0,318.0,318.0,318.0,0.09,5.87,5.87,5.87,5.87,0.69,42.93,57.06,23.8,,0,54.173764906303234,0.10048293500501683,0.17176156690661465,324.73400000000004,320.453,88.702,1985,12,1980
1985-12-16,318.6,318.6,318.6,318.6,0.19,5.85,5.85,5.85,5.85,-0.34,67.6,101.09,28.11,,0,54.46153846153847,0.09995630082729749,0.16863903275267952,324.54600000000005,320.61,87.61699999999999,1985,12,1980
1985-12-17,321.1,321.1,321.1,321.1,0.78,5.84,5.84,5.84,5.84,-0.17,73.61,65.23,68.01,,0,54.982876712328775,0.10120927553665734,0.16686509731776564,324.44800000000004,320.7725,84.88533333333334,1985,12,1980
1985-12-18,320.3,320.3,320.3,320.3,-0.25,5.72,5.72,5.72,5.72,-2.05,74.61,133.88,24.82,,0,55.9965034965035,0.10121527564115007,0.1758154368640921,324.322,320.9345,83.79266666666668,1985,12,1980
1985-12-19,325.8,325.8,325.8,325.8,1.72,5.86,5.86,5.86,5.86,2.45,90.28,110.77,69.3,,0,55.59726962457338,0.11335528807119297,0.19184793033888486,324.30199999999996,321.1265,84.692,1985,12,1980
1985-12-20,325.5,325.5,325.5,325.5,-0.09,5.89,5.89,5.89,5.89,0.51,126.06,125.67,116.47,,0,55.26315789473684,0.11261928280971868,0.19236645043269865,324.298,321.30600000000004,85.82666666666665,1985,12,1980
1985-12-23,327.6,327.6,327.6,327.6,0.65,5.88,5.88,5.88,5.88,-0.17,87.87,105.12,102.29,,0,55.71428571428572,0.11354272039983895,0.19048253950484131,324.334,321.48900000000003,86.42133333333335,1985,12,1980
1985-12-24,327.6,327.6,327.6,327.6,0.0,5.88,5.88,5.88,5.88,0.0,96.02,95.72,79.84,,0,55.71428571428572,0.11323269444609149,0.18586933850406506,324.37,321.672,87.63000000000001,1985,12,1980
1985-12-26,325.5,325.5,325.5,325.5,-0.64,5.79,5.79,5.79,5.79,-1.53,165.17,146.37,152.6,,0,56.21761658031088,0.11497232030376346,0.19035901630485855,324.336,321.8575,90.18333333333334,1985,12,1980
1985-12-27,326.8,326.8,326.8,326.8,0.4,5.88,5.88,5.88,5.88,1.55,109.86,117.94,84.32,,0,55.57823129251701,0.11504898722910945,0.18663465480129918,324.394,322.0405,91.18166666666666,1985,12,1980
1985-12-30,327.0,327.0,327.0,327.0,0.06,5.86,5.86,5.86,5.86,-0.34,263.38,403.96,185.32,,0,55.80204778156996,0.11474507933960996,0.18573958658566755,324.42,322.222,96.727,1985,12,1980
1985-12-31,329.7,329.7,329.7,329.7,0.83,5.83,5.83,5.83,5.83,-0.51,220.17,339.22,116.5,,0,56.55231560891938,0.11711131846295779,0.1859676511905858,324.48400000000004,322.407,101.173,1985,12,1980
